Directive ID,Administration,President,Directive Type,Number,Title,Signed Date,Published Date,Federal Register Citation,Federal Register URL,Official PDF URL,Related Directive IDs,Relationship Notes,First Seen,Last Changed,Content Fingerprint,Review Status,ARRP Record IDs,Source IDs,Disposition Rationale,Reviewed Date
2017-06702,Trump I,Donald Trump,Memorandum,,"Implementing Immediate Heightened Screening and Vetting of Applications for Visas and Other Immigration Benefits, Ensuring Enforcement of All Laws for Entry Into the United States, and Increasing Transparency Among Departments and Agencies of the Federal Government and for the American People",2017-03-06,2017-04-03,82 FR 16279,https://www.federalregister.gov/documents/2017/04/03/2017-06702/implementing-immediate-heightened-screening-and-vetting-of-applications-for-visas-and-other,https://www.govinfo.gov/content/pkg/FR-2017-04-03/pdf/2017-06702.pdf,,,2026-07-21,2026-07-21,8531a945c71835226b5649a52694cf3281a975ed23aa519a1bde1b14165c6284,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2017-05399,Trump I,Donald Trump,Executive Order,13781,Comprehensive Plan for Reorganizing the Executive Branch,2017-03-13,2017-03-16,82 FR 13959,https://www.federalregister.gov/documents/2017/03/16/2017-05399/comprehensive-plan-for-reorganizing-the-executive-branch,https://www.govinfo.gov/content/pkg/FR-2017-03-16/pdf/2017-05399.pdf,,"See: EO 13807, August 15, 2017",2026-07-21,2026-07-21,8a45efb4a02e1e0474f6e57b48aed6c0c6b760035d08932f30980e44069feaae,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2017-05859,Trump I,Donald Trump,Proclamation,9578,"National Poison Prevention Week, 2017",2017-03-17,2017-03-22,82 FR 14809,https://www.federalregister.gov/documents/2017/03/22/2017-05859/national-poison-prevention-week-2017,https://www.govinfo.gov/content/pkg/FR-2017-03-22/pdf/2017-05859.pdf,,,2026-07-21,2026-07-21,cc1640a6d4f5416a2017deaeab2c9c87bc9ea163a03cd8bce03b4952683982f5,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2017-07331,Trump I,Donald Trump,Memorandum,,Delegation of Authority Under the National Defense Authorization Act for Fiscal Year 2017,2017-03-19,2017-04-10,82 FR 17375,https://www.federalregister.gov/documents/2017/04/10/2017-07331/delegation-of-authority-under-the-national-defense-authorization-act-for-fiscal-year-2017,https://www.govinfo.gov/content/pkg/FR-2017-04-10/pdf/2017-07331.pdf,,,2026-07-21,2026-07-21,9296676c06fff4d5dafaf1949b14fd0a27e406fb2666e0d1ef6a06e7a0caced6,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2017-06080,Trump I,Donald Trump,Proclamation,9579,"National Agriculture Day, 2017",2017-03-21,2017-03-24,82 FR 15111,https://www.federalregister.gov/documents/2017/03/24/2017-06080/national-agriculture-day-2017,https://www.govinfo.gov/content/pkg/FR-2017-03-24/pdf/2017-06080.pdf,,,2026-07-21,2026-07-21,713ea5f2bd95c1d1b0adc96b72fa6cece84ac16d6a34e65c696f096e6efdde22,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2017-06075,Trump I,Donald Trump,Notice,,Continuation of the National Emergency With Respect to South Sudan,2017-03-22,2017-03-24,82 FR 15107,https://www.federalregister.gov/documents/2017/03/24/2017-06075/continuation-of-the-national-emergency-with-respect-to-south-sudan,https://www.govinfo.gov/content/pkg/FR-2017-03-24/pdf/2017-06075.pdf,,,2026-07-21,2026-07-21,7caf841aadb5c8ab7d27f4f43dfdea5cf0bad424e4a527540ec473f47e235b14,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2017-06357,Trump I,Donald Trump,Proclamation,9580,"Greek Independence Day: A National Day of Celebration of Greek and American Democracy, 2017",2017-03-24,2017-03-29,82 FR 15605,https://www.federalregister.gov/documents/2017/03/29/2017-06357/greek-independence-day-a-national-day-of-celebration-of-greek-and-american-democracy-2017,https://www.govinfo.gov/content/pkg/FR-2017-03-29/pdf/2017-06357.pdf,,,2026-07-21,2026-07-21,b66e25c1af697b4e6c9f71999ff699504786c36ec3f36ce0263cb227b45d77db,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2017-06382,Trump I,Donald Trump,Executive Order,13782,Revocation of Federal Contracting Executive Orders,2017-03-27,2017-03-30,82 FR 15607,https://www.federalregister.gov/documents/2017/03/30/2017-06382/revocation-of-federal-contracting-executive-orders,https://www.govinfo.gov/content/pkg/FR-2017-03-30/pdf/2017-06382.pdf,,"Revokes: EO 13673, July 31, 2014; EO 13738, August 23, 2016 Revokes in part: EO 13683, December 11, 2014 See: EO 13771, January 30, 2017",2026-07-21,2026-07-21,f789f31d5c56b977119cde885f70e052d5fcca70f09ec567d17b1ea5909894ad,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2017-06576,Trump I,Donald Trump,Executive Order,13783,Promoting Energy Independence and Economic Growth,2017-03-28,2017-03-31,82 FR 16093,https://www.federalregister.gov/documents/2017/03/31/2017-06576/promoting-energy-independence-and-economic-growth,https://www.govinfo.gov/content/pkg/FR-2017-03-31/pdf/2017-06576.pdf,,"Revokes: EO 13653, November 1, 2013 See: EO 13790, April 25, 2017; EO 13817, December 20, 2017; Revoked by: EO 13990, January 20, 2021",2026-07-21,2026-07-21,874c7f331b70e4172a2a311747f72c103fb3dc27faf7bc8849ca82b1fe33ca4a,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2017-06583,Trump I,Donald Trump,Notice,,Continuation of the National Emergency With Respect to Significant Malicious Cyber-Enabled Activities,2017-03-29,2017-03-31,82 FR 16099,https://www.federalregister.gov/documents/2017/03/31/2017-06583/continuation-of-the-national-emergency-with-respect-to-significant-malicious-cyber-enabled,https://www.govinfo.gov/content/pkg/FR-2017-03-31/pdf/2017-06583.pdf,,,2026-07-21,2026-07-21,cbb277acc863abcf4fd1903d25b987b793efb91b54351673100bce2513f9a544,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2017-06716,Trump I,Donald Trump,Executive Order,13784,Establishing the President's Commission on Combating Drug Addiction and the Opioid Crisis,2017-03-29,2017-04-03,82 FR 16283,https://www.federalregister.gov/documents/2017/04/03/2017-06716/establishing-the-presidents-commission-on-combating-drug-addiction-and-the-opioid-crisis,https://www.govinfo.gov/content/pkg/FR-2017-04-03/pdf/2017-06716.pdf,,,2026-07-21,2026-07-21,d0faf04e47f3a7a760423cf7b9688181682db8d50b18c75a7a62cae0db645ce0,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2017-06940,Trump I,Donald Trump,Proclamation,9581,"Cancer Control Month, 2017",2017-03-31,2017-04-05,82 FR 16707,https://www.federalregister.gov/documents/2017/04/05/2017-06940/cancer-control-month-2017,https://www.govinfo.gov/content/pkg/FR-2017-04-05/pdf/2017-06940.pdf,,,2026-07-21,2026-07-21,726bf5452c910019d1052ab3e6ff5dba90e6bab4a2f34f9c18f1d8327fa89d8e,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2017-06944,Trump I,Donald Trump,Proclamation,9582,"National Child Abuse Prevention Month, 2017",2017-03-31,2017-04-05,82 FR 16709,https://www.federalregister.gov/documents/2017/04/05/2017-06944/national-child-abuse-prevention-month-2017,https://www.govinfo.gov/content/pkg/FR-2017-04-05/pdf/2017-06944.pdf,,,2026-07-21,2026-07-21,feb2f7d08f3fbd88d85388b0dd25b4f25a575a92f032567e93c8e4fe31bd06ce,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2017-06945,Trump I,Donald Trump,Proclamation,9583,"National Donate Life Month, 2017",2017-03-31,2017-04-05,82 FR 16711,https://www.federalregister.gov/documents/2017/04/05/2017-06945/national-donate-life-month-2017,https://www.govinfo.gov/content/pkg/FR-2017-04-05/pdf/2017-06945.pdf,,,2026-07-21,2026-07-21,67f3c0d186db8ac28ccd1b10cdce8fe3987a3c0ead5a5c93e22d9fafc2d814d7,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2017-06946,Trump I,Donald Trump,Proclamation,9584,"National Financial Capability Month, 2017",2017-03-31,2017-04-05,82 FR 16713,https://www.federalregister.gov/documents/2017/04/05/2017-06946/national-financial-capability-month-2017,https://www.govinfo.gov/content/pkg/FR-2017-04-05/pdf/2017-06946.pdf,,,2026-07-21,2026-07-21,e076c1ba407f1d63375486f9173a9c738b5d55a08fe5ff48e21fe342e9f14704,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2017-06948,Trump I,Donald Trump,Proclamation,9585,"National Sexual Assault Awareness and Prevention Month, 2017",2017-03-31,2017-04-05,82 FR 16715,https://www.federalregister.gov/documents/2017/04/05/2017-06948/national-sexual-assault-awareness-and-prevention-month-2017,https://www.govinfo.gov/content/pkg/FR-2017-04-05/pdf/2017-06948.pdf,,,2026-07-21,2026-07-21,dcc56ff408dcce37d81c4ffd5268de13395164d7396c67f94aaad5ce986bff34,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2017-06949,Trump I,Donald Trump,Proclamation,9586,"World Autism Awareness Day, 2017",2017-03-31,2017-04-05,82 FR 16717,https://www.federalregister.gov/documents/2017/04/05/2017-06949/world-autism-awareness-day-2017,https://www.govinfo.gov/content/pkg/FR-2017-04-05/pdf/2017-06949.pdf,,,2026-07-21,2026-07-21,8162a0ed47f8f90bd5e579c10bb41ee3fe44605ceb36eabf26e1a1bd771181f9,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2017-06967,Trump I,Donald Trump,Executive Order,13785,Establishing Enhanced Collection and Enforcement of Antidumping and Countervailing Duties and Violations of Trade and Customs Laws,2017-03-31,2017-04-05,82 FR 16719,https://www.federalregister.gov/documents/2017/04/05/2017-06967/establishing-enhanced-collection-and-enforcement-of-antidumping-and-countervailing-duties-and,https://www.govinfo.gov/content/pkg/FR-2017-04-05/pdf/2017-06967.pdf,,,2026-07-21,2026-07-21,adb1c0aae806bb5026762e7c6378ec5a04fdd8e2ed4246e542bfe9a3b2bed87f,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2017-06968,Trump I,Donald Trump,Executive Order,13786,Omnibus Report on Significant Trade Deficits,2017-03-31,2017-04-05,82 FR 16721,https://www.federalregister.gov/documents/2017/04/05/2017-06968/omnibus-report-on-significant-trade-deficits,https://www.govinfo.gov/content/pkg/FR-2017-04-05/pdf/2017-06968.pdf,,,2026-07-21,2026-07-21,fd6ce5f86cffd869be2364506c52157186db970990d22c8291e3f57dfec896a0,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2017-06971,Trump I,Donald Trump,Executive Order,13787,Providing an Order of Succession Within the Department of Justice,2017-03-31,2017-04-05,82 FR 16723,https://www.federalregister.gov/documents/2017/04/05/2017-06971/providing-an-order-of-succession-within-the-department-of-justice,https://www.govinfo.gov/content/pkg/FR-2017-04-05/pdf/2017-06971.pdf,,"Revokes: EO 13775, February 9, 2017 Revoked by: EO 14136 January 3, 2025",2026-07-21,2026-07-21,1ff0702d9d60a087c1c8d807e5aee49a0b004b35991556ae6509ccab4220a0d4,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2017-07065,Trump I,Donald Trump,Proclamation,9587,"National Crime Victims' Rights Week, 2017",2017-04-03,2017-04-06,82 FR 16889,https://www.federalregister.gov/documents/2017/04/06/2017-07065/national-crime-victims-rights-week-2017,https://www.govinfo.gov/content/pkg/FR-2017-04-06/pdf/2017-07065.pdf,,,2026-07-21,2026-07-21,c400134d925b18abd314701df693b143d72a30eed9225c85b21e9a2a8b6c5aa4,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2017-07064,Trump I,Donald Trump,Other,,"Organization of the National Security Council, the Homeland Security Council, and Subcommittees",2017-04-04,2017-04-06,82 FR 16881,https://www.federalregister.gov/documents/2017/04/06/2017-07064/organization-of-the-national-security-council-the-homeland-security-council-and-subcommittees,https://www.govinfo.gov/content/pkg/FR-2017-04-06/pdf/2017-07064.pdf,,,2026-07-21,2026-07-21,27f64f63511cceb92dffdee898192d37cc0ce8128469215c08f33a4bc46fed90,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2017-07332,Trump I,Donald Trump,Proclamation,9588,Honoring the Memory of John Glenn,2017-04-05,2017-04-10,82 FR 17377,https://www.federalregister.gov/documents/2017/04/10/2017-07332/honoring-the-memory-of-john-glenn,https://www.govinfo.gov/content/pkg/FR-2017-04-10/pdf/2017-07332.pdf,,,2026-07-21,2026-07-21,e239bf3ccd90eb9aa6484039a095514029325fc57168cc01a28f86c1513c49da,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2017-07238,Trump I,Donald Trump,Notice,,Continuation of the National Emergency With Respect to Somalia,2017-04-06,2017-04-07,82 FR 17095,https://www.federalregister.gov/documents/2017/04/07/2017-07238/continuation-of-the-national-emergency-with-respect-to-somalia,https://www.govinfo.gov/content/pkg/FR-2017-04-07/pdf/2017-07238.pdf,,,2026-07-21,2026-07-21,ce630c638dcc46d6232b21fee9f8b049f44cd01ba03eaee0378d37ca0b36b195,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2017-07471,Trump I,Donald Trump,Proclamation,9589,"Education and Sharing Day, U.S.A., 2017",2017-04-06,2017-04-11,82 FR 17529,https://www.federalregister.gov/documents/2017/04/11/2017-07471/education-and-sharing-day-usa-2017,https://www.govinfo.gov/content/pkg/FR-2017-04-11/pdf/2017-07471.pdf,,,2026-07-21,2026-07-21,e957c27c715eb27d799ce2db945c915809b78bcf78c736b5449027db8c1a63c5,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
